iter	Logloss
508	0.2308232078
509	0.2304347994
510	0.2303381572
511	0.230223265
512	0.2300871314
513	0.2295945073
514	0.2295001266
515	0.2291766329
516	0.2291006871
517	0.2289473088
518	0.2288118414
519	0.2286938751
520	0.2285374359
521	0.2284679635
522	0.228391307
523	0.2282107889
524	0.2280066756
525	0.2278629337
526	0.2277513244
527	0.2275701815
528	0.2274358532
529	0.2273124517
530	0.2271919341
531	0.2270897973
532	0.2269715189
533	0.2268765205
534	0.2266973024
535	0.2265124258
536	0.2261674466
537	0.2260837219
538	0.2259087788
539	0.2258122248
540	0.2256678473
541	0.225615661
542	0.2254964902
543	0.2253525352
544	0.2252283943
545	0.2251145955
546	0.2249950513
547	0.2248864807
548	0.2248023635
549	0.2246103917
550	0.2244601061
551	0.2243080415
552	0.2242090394
553	0.2241187387
554	0.2240416201
555	0.2238716848
556	0.2237897402
557	0.2234909701
558	0.223385054
559	0.2232869912
560	0.2230290664
561	0.2228725006
562	0.22272371
563	0.2226113535
564	0.2224854535
565	0.2224090821
566	0.2223236565
567	0.2222213775
568	0.2220575154
569	0.2219794125
570	0.2218618981
571	0.2217464597
572	0.2216288931
573	0.2214793169
574	0.2213841631
575	0.2211783711
576	0.2210597494
577	0.2209829909
578	0.2209021999
579	0.2207589525
580	0.2206860027
581	0.2205677519
582	0.2202608014
583	0.2201575669
584	0.2200949071
585	0.2199960748
586	0.2199008082
587	0.2197612699
588	0.2196315702
589	0.2195007277
590	0.2193661012
591	0.2192592363
592	0.2191489083
593	0.2187343499
594	0.2186091011
595	0.2184704762
596	0.2183908459
597	0.2182512661
598	0.2181072631
599	0.2180070889
600	0.2178861769
601	0.2177630575
602	0.2176012384
603	0.2175417679
604	0.2173392876
605	0.2172331723
606	0.2171394763
607	0.2170378827
608	0.2166745052
609	0.2165359355
610	0.216060612
611	0.2156222849
612	0.2155646708
613	0.2155040947
614	0.2153856261
615	0.2152464784
616	0.2151463246
617	0.2150445738
618	0.2149592454
619	0.214837372
620	0.2147661267
621	0.2146465339
622	0.2144448489
623	0.2143010517
624	0.213966908
625	0.2138316141
626	0.2137470185
627	0.2136680862
628	0.213557376
629	0.2134478247
630	0.2133470263
631	0.2132637601
632	0.2131432527
633	0.2130618669
634	0.2129722467
635	0.212883684
636	0.2128206293
637	0.2127241887
638	0.212540345
639	0.2124153711
640	0.2122782911
641	0.2121876734
642	0.2118828157
643	0.211785676
644	0.2116610759
645	0.2113272557
646	0.211233684
647	0.2111412748
648	0.211073762
649	0.2109829907
650	0.2108308007
651	0.2107500751
652	0.2106651495
653	0.2105820556
654	0.2104918112
655	0.2103619801
656	0.2102272095
657	0.2101368631
658	0.2100305581
659	0.2099363298
660	0.2098566803
661	0.2097401646
662	0.2096624482
663	0.2094900547
664	0.2093944586
665	0.20928002
666	0.2092234826
667	0.209112923
668	0.2089363438
669	0.2087313608
670	0.2083444481
671	0.208223736
672	0.2081119052
673	0.2079270185
674	0.2078230181
675	0.2077444982
676	0.2076448587
677	0.2075620919
678	0.2074638166
679	0.2072839185
680	0.2071915381
681	0.2071362718
682	0.2070694732
683	0.2070174922
684	0.2069269496
685	0.2068066834
686	0.2067328538
687	0.2065926348
688	0.2065046375
689	0.2064973994
690	0.2063939927
691	0.2063094326
692	0.2062530644
693	0.2061660153
694	0.2060325729
695	0.2059525081
696	0.2058669229
697	0.2057547674
698	0.2056439299
699	0.2055523964
700	0.2054391624
701	0.2053930956
702	0.2053125608
703	0.20522888
704	0.2051322282
705	0.2050758882
706	0.2050650136
707	0.2049648076
708	0.2048907511
709	0.2048086763
710	0.2047372624
711	0.2045942436
712	0.2044659255
713	0.2043594171
714	0.2043240273
715	0.2042418499
716	0.2041001743
717	0.2040269124
718	0.2038618758
719	0.2038401387
720	0.2037848172
721	0.2036392399
722	0.2035773087
723	0.2034794193
724	0.2032869422
725	0.203213463
726	0.2031532657
727	0.2030582752
728	0.2029944378
729	0.2028213186
730	0.2027424728
731	0.2026697643
732	0.2025038645
733	0.2023744037
734	0.2022620712
735	0.2017154556
736	0.2015643753
737	0.2014223967
738	0.2012733864
739	0.2012182845
740	0.2010710886
741	0.2009379721
742	0.2007867448
743	0.2007268698
744	0.2006293724
745	0.2005906114
746	0.2005056258
747	0.2004617285
748	0.2003993772
749	0.2002883777
750	0.2002265683
751	0.2000879944
752	0.2000273464
753	0.1999075333
754	0.1998171587
755	0.1997117924
756	0.1995329518
757	0.1994374115
758	0.1993902601
759	0.1992871703
760	0.1991621375
761	0.1991020152
762	0.1990357718
763	0.1989841533
764	0.1989524546
765	0.1988489356
766	0.1987524885
767	0.1986725335
768	0.1985503275
769	0.1982546441
770	0.1981592286
771	0.1980838265
772	0.1979996637
773	0.1978876181
774	0.1978377816
775	0.1977836436
776	0.1976888319
777	0.1976189238
778	0.1974645924
779	0.1974083389
780	0.1973785487
781	0.1972991608
782	0.1971857
783	0.1970981582
784	0.1970032211
785	0.1968754522
786	0.1967991738
787	0.1967104863
788	0.1965546899
789	0.1964815913
790	0.1964328405
791	0.1963225749
792	0.1962312227
793	0.196180133
794	0.1960618299
795	0.195932063
796	0.1958381582
797	0.195722763
798	0.1956583339
799	0.1956026048
800	0.1955501083
801	0.1954745892
802	0.1953757318
803	0.1953068488
804	0.1952356791
805	0.1951779029
806	0.1951174013
807	0.1950335854
808	0.1947865279
809	0.1947211001
810	0.1945941876
811	0.194536595
812	0.1944531068
813	0.1944125723
814	0.1943493952
815	0.1943067853
816	0.1941820454
817	0.1941393023
818	0.1940703197
819	0.1939797182
820	0.1938816206
821	0.1938026949
822	0.1937473284
823	0.1936805964
824	0.1936256038
825	0.1935559381
826	0.1935055554
827	0.1934519474
828	0.1933996958
829	0.1933600376
830	0.1932937521
831	0.1931903886
832	0.1931380841
833	0.1930670777
834	0.1929941315
835	0.1929340387
836	0.1927576257
837	0.1926830633
838	0.1926303873
839	0.1925722564
840	0.1924713566
841	0.1923544021
842	0.192316506
843	0.1922174997
844	0.1921506003
845	0.192070194
846	0.1919223949
847	0.1918386696
848	0.1917453445
849	0.1916877382
850	0.1915776497
851	0.1915086587
852	0.1914586655
853	0.1913703819
854	0.1912636856
855	0.1911688961
856	0.1911083219
857	0.1910336514
858	0.1909850494
859	0.1909018685
860	0.1908599765
861	0.1908130808
862	0.1907699764
863	0.1907022751
864	0.190612733
865	0.1905457849
866	0.1904849202
867	0.1904188784
868	0.1903246225
869	0.1902162199
870	0.1900930933
871	0.1900159273
872	0.1899658165
873	0.189893315
874	0.1898346337
875	0.1897868498
876	0.1897324345
877	0.1896417497
878	0.189569945
879	0.189534443
880	0.1894871026
881	0.1894404632
882	0.1893440682
883	0.1892935253
884	0.1892310977
885	0.1891742836
886	0.1890846958
887	0.1890472781
888	0.1889706798
889	0.1888797663
890	0.1888308198
891	0.1887878576
892	0.1887110854
893	0.1886265366
894	0.1885254039
895	0.1884430303
896	0.1884055195
897	0.1881308667
898	0.1880805776
899	0.1878348345
900	0.1876320884
901	0.1875454715
902	0.1874422388
903	0.1873643634
904	0.1872684264
905	0.1871776959
906	0.1870911564
907	0.1870399863
908	0.1869372535
909	0.1868914922
910	0.1868403401
911	0.1867849447
912	0.1867034545
913	0.18662119
914	0.1865255009
915	0.1864788783
916	0.1864427905
917	0.1863881916
918	0.1863250822
919	0.1862016795
920	0.1861667027
921	0.1860789562
922	0.1860185921
923	0.1859524999
924	0.1859013868
925	0.1858309607
926	0.1857640391
927	0.1857014225
928	0.1856552242
929	0.1855769689
930	0.1853890746
931	0.1853418188
932	0.1852828369
933	0.1852783476
934	0.185240383
935	0.1851651838
936	0.1851093924
937	0.1850266063
938	0.1848573493
939	0.1847653884
940	0.1847250346
941	0.1846779259
942	0.1846069182
943	0.1845657458
944	0.1845146657
945	0.1844586996
946	0.1844279636
947	0.1843965187
948	0.1843337004
949	0.1843156406
950	0.1842210642
951	0.1841745455
952	0.1841695784
953	0.1841192672
954	0.1840516241
955	0.1839792037
956	0.1839262594
957	0.1838099934
958	0.1837369128
959	0.183688932
960	0.1836358521
961	0.183585997
962	0.1835284464
963	0.1834228875
964	0.183317574
965	0.1832786156
966	0.1831992997
967	0.1831215504
968	0.1830630588
969	0.1829896498
970	0.1828620219
971	0.1827653641
972	0.1826617863
973	0.1826288819
974	0.1825469241
975	0.1824978408
976	0.1824343605
977	0.1823514977
978	0.1822559616
979	0.1822138049
980	0.1821529102
981	0.1820913667
982	0.1820009188
983	0.1819383862
984	0.1818831752
985	0.1818255286
986	0.1817621786
987	0.1816409755
988	0.1816198254
989	0.1815435849
990	0.1814990893
991	0.1814415946
992	0.1813823821
993	0.1813211567
994	0.1812261806
995	0.1811563208
996	0.1810806066
997	0.1810264563
998	0.1809775486
999	0.1808791656
